customerid, firstname, lastname, address1, address2, city, state, zip, country, region, email, phone, creditcardtype, creditcard, creditcardexpiration, username, "password", age, income, gender
13192, MINRUO, CAGRTTPXFA, 7658055102 Dell Way, \N, OYQUVDD, \N, 0, Germany, 2, CAGRTTPXFA@dell.com, 7658055102, 5, 1902222026605159, 2008/11, user13192, password, 59, 20000, F
13193, XQASFD, TLVMFKKKLY, 8647642946 Dell Way, \N, ICTEFXR, \N, 0, UK, 2, TLVMFKKKLY@dell.com, 8647642946, 4, 1687622963450849, 2011/05, user13193, password, 31, 20000, F
13194, VCYAFR, LAEQLOBXNJ, 1287985219 Dell Way, \N, ZHOFEGE, \N, 0, Australia, 2, LAEQLOBXNJ@dell.com, 1287985219, 2, 7601637669373304, 2009/06, user13194, password, 75, 80000, F
13195, WPHBHT, CLKOALLNVK, 1075661331 Dell Way, \N, VJQZQUA, \N, 0, Japan, 2, CLKOALLNVK@dell.com, 1075661331, 4, 1455861840397119, 2010/07, user13195, password, 68, 80000, F
13196, HZMOSP, ACDAOOOJZJ, 2436905520 Dell Way, \N, TPJJJKA, \N, 0, China, 2, ACDAOOOJZJ@dell.com, 2436905520, 1, 8374613733030856, 2011/10, user13196, password, 54, 20000, F
13197, MPQEFQ, HIQWXFFWPZ, 5248714008 Dell Way, \N, MYJWJJG, \N, 0, Germany, 2, HIQWXFFWPZ@dell.com, 5248714008, 1, 2941637556534260, 2009/07, user13197, password, 42, 40000, F
13198, YYGDON, MFKJLPGAOS, 9228208492 Dell Way, \N, ZXPIHVV, \N, 0, Russia, 2, MFKJLPGAOS@dell.com, 9228208492, 1, 1276814037002623, 2010/05, user13198, password, 43, 60000, F
13199, HUMWIY, CSINIONWHM, 6926400539 Dell Way, \N, UWUCSQX, \N, 0, Japan, 2, CSINIONWHM@dell.com, 6926400539, 5, 2137090170290321, 2008/04, user13199, password, 66, 40000, M
13200, LVLTUN, MCAURORYBM, 4489946452 Dell Way, \N, VWPOMMF, \N, 0, Canada, 2, MCAURORYBM@dell.com, 4489946452, 2, 2519444731529802, 2011/12, user13200, password, 56, 40000, F
13201, JQFDER, GFLXTDWVPS, 7892394449 Dell Way, \N, REGDQLH, \N, 0, Australia, 2, GFLXTDWVPS@dell.com, 7892394449, 3, 7261127643287183, 2011/12, user13201, password, 84, 20000, F
13202, OKMSBS, XNPRRLMGDE, 1582590420 Dell Way, \N, LKICWPD, \N, 0, Japan, 2, XNPRRLMGDE@dell.com, 1582590420, 5, 4354709579143673, 2008/09, user13202, password, 59, 40000, F
13203, YVAAOY, ODQFPDMTHY, 9959826175 Dell Way, \N, EQAAGEQ, \N, 0, China, 2, ODQFPDMTHY@dell.com, 9959826175, 1, 4119571638759226, 2011/07, user13203, password, 70, 20000, M
13204, OBOCAD, GRJVUWPCUT, 4530176838 Dell Way, \N, TVTZZKH, \N, 0, UK, 2, GRJVUWPCUT@dell.com, 4530176838, 4, 7411839756648988, 2012/05, user13204, password, 73, 60000, M
13205, VBAWEG, NNCIJSKDLE, 1115568997 Dell Way, \N, YFDYPKX, \N, 0, UK, 2, NNCIJSKDLE@dell.com, 1115568997, 4, 9551435964182020, 2009/05, user13205, password, 49, 40000, F
13206, MHBQNP, EQXNIIRUMQ, 1991123190 Dell Way, \N, ZPPPAMP, \N, 0, Australia, 2, EQXNIIRUMQ@dell.com, 1991123190, 3, 4384971585590392, 2010/12, user13206, password, 64, 80000, F
13207, XUCLJG, CHULQLFCCF, 9549863879 Dell Way, \N, SRVTEKT, \N, 0, Chile, 2, CHULQLFCCF@dell.com, 9549863879, 1, 7903273824136705, 2012/10, user13207, password, 52, 40000, M
13208, GLDQSF, XMRNYWQBCJ, 9714537024 Dell Way, \N, TXCXIVE, \N, 0, Chile, 2, XMRNYWQBCJ@dell.com, 9714537024, 5, 2825150476302951, 2011/05, user13208, password, 59, 60000, M
13209, AOHTUE, GLSFIIGLRZ, 1024147403 Dell Way, \N, IUWRPBY, \N, 0, Germany, 2, GLSFIIGLRZ@dell.com, 1024147403, 1, 3821458058431745, 2010/09, user13209, password, 71, 20000, M
13210, HJNBNT, NGYVOFGGEP, 4308436075 Dell Way, \N, ABGQDFF, \N, 0, Canada, 2, NGYVOFGGEP@dell.com, 4308436075, 3, 5861006528604776, 2008/04, user13210, password, 63, 100000, M
13211, ZJPNDC, TBYIGEPLUP, 9908735135 Dell Way, \N, NBGQGMT, \N, 0, Japan, 2, TBYIGEPLUP@dell.com, 9908735135, 2, 7490196033846588, 2009/11, user13211, password, 60, 80000, M
13212, YKKBND, DLMKQBWKRJ, 1268063430 Dell Way, \N, MXZSJTJ, \N, 0, China, 2, DLMKQBWKRJ@dell.com, 1268063430, 1, 6589837258215994, 2012/08, user13212, password, 48, 100000, M
13213, VFRIJV, UWGLXCWPLI, 5079287968 Dell Way, \N, NLAWEJG, \N, 0, Chile, 2, UWGLXCWPLI@dell.com, 5079287968, 5, 2353050047997385, 2008/04, user13213, password, 89, 80000, F
13214, FJLOFF, KLRINNXZVK, 4876446724 Dell Way, \N, LWHPGOV, \N, 0, Japan, 2, KLRINNXZVK@dell.com, 4876446724, 5, 8148472391068936, 2011/12, user13214, password, 54, 100000, F
13215, WHSCMD, NELBRJAMTL, 8661895681 Dell Way, \N, IBBOQWG, \N, 0, Australia, 2, NELBRJAMTL@dell.com, 8661895681, 1, 7965671452227981, 2011/07, user13215, password, 62, 100000, F
13216, WQNJTB, NECEODRIPZ, 8860729055 Dell Way, \N, JQOANVB, \N, 0, China, 2, NECEODRIPZ@dell.com, 8860729055, 5, 2573421966750175, 2010/06, user13216, password, 25, 100000, F
13217, TJRMKF, RNKFQCNFBX, 8198749338 Dell Way, \N, WQXKLZU, \N, 0, China, 2, RNKFQCNFBX@dell.com, 8198749338, 5, 7813398033380509, 2009/01, user13217, password, 62, 60000, M
13218, ZGGKLY, XWDOYRUAPQ, 8059483074 Dell Way, \N, RNBDMVL, \N, 0, Chile, 2, XWDOYRUAPQ@dell.com, 8059483074, 2, 5673488191794605, 2012/10, user13218, password, 22, 80000, M
13219, HXFTVD, QZSPRMQHDH, 1669706896 Dell Way, \N, UEKHZWO, \N, 0, Russia, 2, QZSPRMQHDH@dell.com, 1669706896, 1, 6643009298481048, 2012/02, user13219, password, 37, 80000, F
13220, EYFACV, AULRHBYKIT, 6982582143 Dell Way, \N, OTAOPPJ, \N, 0, Japan, 2, AULRHBYKIT@dell.com, 6982582143, 5, 6146385164931417, 2012/03, user13220, password, 39, 40000, F
13221, GMKIIK, DTCKUBUDUJ, 3436016295 Dell Way, \N, WVYLKHD, \N, 0, Australia, 2, DTCKUBUDUJ@dell.com, 3436016295, 4, 8936099916696549, 2010/12, user13221, password, 28, 100000, F
13222, PIOXTR, RVCLXXPRGL, 7218260457 Dell Way, \N, NFWXNAZ, \N, 0, Russia, 2, RVCLXXPRGL@dell.com, 7218260457, 5, 3541166688315570, 2011/01, user13222, password, 32, 100000, M
13223, NLOHDF, CGRADGSKRF, 9959752892 Dell Way, \N, QODDODX, \N, 0, Chile, 2, CGRADGSKRF@dell.com, 9959752892, 1, 9376375671010464, 2008/05, user13223, password, 78, 80000, M
13224, HEELKH, RBHVHZFZFV, 1118142019 Dell Way, \N, OIYDMVJ, \N, 0, France, 2, RBHVHZFZFV@dell.com, 1118142019, 2, 5202830108813942, 2009/02, user13224, password, 25, 40000, F
13225, HLWRTO, SBJAAPAGKO, 4348571624 Dell Way, \N, PJRBFBN, \N, 0, Chile, 2, SBJAAPAGKO@dell.com, 4348571624, 5, 6559496952220798, 2010/01, user13225, password, 83, 100000, F
13226, JUACIS, DRTEHTKSIZ, 5671475504 Dell Way, \N, BABHCON, \N, 0, France, 2, DRTEHTKSIZ@dell.com, 5671475504, 1, 9699376073200256, 2010/01, user13226, password, 83, 100000, F
13227, SYNARQ, SKVZEFSNFT, 7774087079 Dell Way, \N, NHBPVPB, \N, 0, China, 2, SKVZEFSNFT@dell.com, 7774087079, 1, 9353882024995984, 2012/12, user13227, password, 80, 40000, M
13228, USRLJJ, WEJAKBNQVB, 7826584514 Dell Way, \N, XXRSNSB, \N, 0, Chile, 2, WEJAKBNQVB@dell.com, 7826584514, 5, 1512706554029136, 2011/11, user13228, password, 37, 40000, M
13229, ZZCIJY, MSZWUNMQOJ, 2175986148 Dell Way, \N, NFCAYDH, \N, 0, Japan, 2, MSZWUNMQOJ@dell.com, 2175986148, 2, 4500146365724504, 2012/08, user13229, password, 69, 80000, M
13230, RRXAQJ, TPGNCTDRDR, 3587964777 Dell Way, \N, WFRVJYN, \N, 0, Germany, 2, TPGNCTDRDR@dell.com, 3587964777, 5, 5246228824835271, 2012/08, user13230, password, 23, 60000, F
13231, UIIKSB, AYPDSTUVKR, 9337891541 Dell Way, \N, BCNKBAX, \N, 0, China, 2, AYPDSTUVKR@dell.com, 9337891541, 2, 3109942500945181, 2010/06, user13231, password, 67, 100000, F
13232, AEQTFR, RVUKPPFAGG, 9640519757 Dell Way, \N, CTREUON, \N, 0, Russia, 2, RVUKPPFAGG@dell.com, 9640519757, 4, 3292013459838927, 2010/06, user13232, password, 24, 80000, F
13233, GHFMYX, HTHWIMXPTZ, 5243235902 Dell Way, \N, JKEDZSW, \N, 0, UK, 2, HTHWIMXPTZ@dell.com, 5243235902, 1, 4150247518438846, 2012/03, user13233, password, 18, 40000, F
13234, HPXGMF, ZTCIFZXYZG, 4599952536 Dell Way, \N, JEKIWHG, \N, 0, China, 2, ZTCIFZXYZG@dell.com, 4599952536, 3, 3320643476210535, 2011/08, user13234, password, 65, 20000, M
13235, GZDSFD, LHLRHIQHPA, 2520759403 Dell Way, \N, LAIHHOQ, \N, 0, Russia, 2, LHLRHIQHPA@dell.com, 2520759403, 5, 3818495114333928, 2011/07, user13235, password, 45, 80000, M
13236, JVMOYY, WKQDSHKIHW, 7190979663 Dell Way, \N, JPDREUJ, \N, 0, China, 2, WKQDSHKIHW@dell.com, 7190979663, 4, 1926191436592489, 2009/01, user13236, password, 74, 20000, F
13237, PMZOLV, YBYRIJZPFJ, 1810966746 Dell Way, \N, EJAJEKR, \N, 0, South Africa, 2, YBYRIJZPFJ@dell.com, 1810966746, 4, 1722700071521103, 2008/07, user13237, password, 24, 60000, F
13238, ONRAIP, BHGJRGZXQE, 9742367525 Dell Way, \N, GQNLBEH, \N, 0, Canada, 2, BHGJRGZXQE@dell.com, 9742367525, 2, 3613737009000033, 2010/06, user13238, password, 80, 80000, F
13239, JJASZC, AGLRNLPDPW, 9087750480 Dell Way, \N, UCHVHOZ, \N, 0, Chile, 2, AGLRNLPDPW@dell.com, 9087750480, 2, 8157375384587795, 2009/02, user13239, password, 52, 40000, F
13240, VJFVLF, BXXOJNRYJL, 5522322370 Dell Way, \N, BQHJEGQ, \N, 0, Australia, 2, BXXOJNRYJL@dell.com, 5522322370, 3, 4660534703172743, 2011/11, user13240, password, 73, 20000, M
13241, DHNPNP, NLDWYVVIHX, 3589471281 Dell Way, \N, YOGCVWE, \N, 0, China, 2, NLDWYVVIHX@dell.com, 3589471281, 3, 9400859247893096, 2008/05, user13241, password, 20, 100000, F
13242, ILCWAP, IEMHZIPHFN, 4504096760 Dell Way, \N, WLQRIVA, \N, 0, Japan, 2, IEMHZIPHFN@dell.com, 4504096760, 5, 8143055996857584, 2011/12, user13242, password, 68, 40000, F
13243, DHEDXM, IKUISJPYXM, 1864406542 Dell Way, \N, KODSJEI, \N, 0, Russia, 2, IKUISJPYXM@dell.com, 1864406542, 1, 5325501679908484, 2008/11, user13243, password, 69, 40000, M
13244, AODYBL, IVTBFJACVK, 6541182900 Dell Way, \N, RZDADMT, \N, 0, Chile, 2, IVTBFJACVK@dell.com, 6541182900, 2, 3695821707602590, 2010/12, user13244, password, 66, 60000, M
13245, FNWGZF, BSGHCGJXRA, 1552186265 Dell Way, \N, XUBAHVG, \N, 0, South Africa, 2, BSGHCGJXRA@dell.com, 1552186265, 3, 4068087923340499, 2008/03, user13245, password, 73, 100000, F
13246, HVSGAU, ZHBBOKZFLW, 7548247552 Dell Way, \N, ANXHIEF, \N, 0, China, 2, ZHBBOKZFLW@dell.com, 7548247552, 3, 4468127508182079, 2012/04, user13246, password, 42, 60000, M
13247, ECVFWU, MXWBIVHURI, 4198900065 Dell Way, \N, HPQPTVZ, \N, 0, France, 2, MXWBIVHURI@dell.com, 4198900065, 2, 4910794468596578, 2011/09, user13247, password, 79, 40000, M
13248, YBCVWP, TSQCNYWFGE, 2143741914 Dell Way, \N, UWTORTA, \N, 0, Australia, 2, TSQCNYWFGE@dell.com, 2143741914, 3, 7223371318541468, 2012/04, user13248, password, 84, 80000, F
13249, ZUCVJV, NAXBYUHFYC, 1911427426 Dell Way, \N, BSQTMQU, \N, 0, Germany, 2, NAXBYUHFYC@dell.com, 1911427426, 3, 4921587782446295, 2009/05, user13249, password, 29, 80000, F
13250, YTEIOS, JMUIGBNFDP, 6644545697 Dell Way, \N, YTIKKDZ, \N, 0, Germany, 2, JMUIGBNFDP@dell.com, 6644545697, 3, 9246928060427308, 2008/08, user13250, password, 59, 60000, M
13251, HPXWIG, ICOPDCVHRT, 6176410755 Dell Way, \N, BZDMDDZ, \N, 0, Russia, 2, ICOPDCVHRT@dell.com, 6176410755, 5, 8106967985164375, 2008/06, user13251, password, 32, 80000, M
13252, UPQCWZ, FLPJNKQEES, 1587576428 Dell Way, \N, EIEHMEB, \N, 0, Australia, 2, FLPJNKQEES@dell.com, 1587576428, 5, 2860995303839445, 2010/01, user13252, password, 84, 40000, M
13253, NYYJXD, UNMHXDMCVQ, 8103378912 Dell Way, \N, KAXXEYY, \N, 0, Chile, 2, UNMHXDMCVQ@dell.com, 8103378912, 1, 7930359835270793, 2012/01, user13253, password, 23, 80000, M
13254, APYYST, LFAJJNLFDW, 8438010672 Dell Way, \N, FBTJZRP, \N, 0, Russia, 2, LFAJJNLFDW@dell.com, 8438010672, 2, 6451425860170276, 2012/06, user13254, password, 36, 60000, F
13255, VKKODW, UDFDQRIUNO, 9076694406 Dell Way, \N, VHXVZNP, \N, 0, South Africa, 2, UDFDQRIUNO@dell.com, 9076694406, 2, 7172750737983734, 2009/06, user13255, password, 27, 100000, F
13256, NFWQCQ, UHTLYCFMQB, 7077411082 Dell Way, \N, UOWTBMO, \N, 0, UK, 2, UHTLYCFMQB@dell.com, 7077411082, 2, 3886304472107440, 2008/05, user13256, password, 28, 60000, M
13257, JHOLXI, TRUSTZEKBZ, 5874579319 Dell Way, \N, YXSAJHZ, \N, 0, Australia, 2, TRUSTZEKBZ@dell.com, 5874579319, 2, 2577840076293796, 2012/06, user13257, password, 62, 100000, M
13258, WJHUSA, LMSFMXPNWN, 8613869727 Dell Way, \N, KPOUWOV, \N, 0, France, 2, LMSFMXPNWN@dell.com, 8613869727, 5, 4167852360755205, 2009/08, user13258, password, 31, 20000, F
13259, OKGGKS, TDXGBMTXAE, 8067202048 Dell Way, \N, NOYKCUV, \N, 0, UK, 2, TDXGBMTXAE@dell.com, 8067202048, 1, 3310096234083176, 2009/05, user13259, password, 45, 100000, M
13260, UDEFVY, ISEJFXHGCU, 2324770168 Dell Way, \N, UBEXVZW, \N, 0, Japan, 2, ISEJFXHGCU@dell.com, 2324770168, 1, 1104532156139612, 2010/07, user13260, password, 82, 40000, F
13261, AOMVNV, ORFUPNARHV, 7766429741 Dell Way, \N, SMTOLPE, \N, 0, Japan, 2, ORFUPNARHV@dell.com, 7766429741, 1, 1856284595560282, 2009/01, user13261, password, 54, 60000, F
13262, BBYOXM, FCGUQGMXCF, 2257584407 Dell Way, \N, JVTVLYL, \N, 0, Canada, 2, FCGUQGMXCF@dell.com, 2257584407, 3, 5038684373721481, 2009/01, user13262, password, 18, 40000, F
13263, BFRZSX, CZSSGEPIJZ, 8187308732 Dell Way, \N, DDVOCGT, \N, 0, Chile, 2, CZSSGEPIJZ@dell.com, 8187308732, 2, 4920008531305939, 2012/03, user13263, password, 71, 100000, F
13264, ZPGRMI, REBXJRGSQK, 9259580530 Dell Way, \N, WMZYTSE, \N, 0, Germany, 2, REBXJRGSQK@dell.com, 9259580530, 3, 4300580639857799, 2008/05, user13264, password, 38, 60000, F
13265, WRZIAR, NBPWSVPJFL, 2404391740 Dell Way, \N, VEKPXOD, \N, 0, South Africa, 2, NBPWSVPJFL@dell.com, 2404391740, 3, 9532141640316696, 2010/10, user13265, password, 44, 80000, M
13266, BUZBLN, DAKWWZFCLB, 3313052510 Dell Way, \N, GWQEKTZ, \N, 0, Germany, 2, DAKWWZFCLB@dell.com, 3313052510, 5, 1488830023910850, 2008/04, user13266, password, 80, 80000, F
13267, QRKCFN, DPJZOPBAQI, 4373990030 Dell Way, \N, WHMGBLV, \N, 0, China, 2, DPJZOPBAQI@dell.com, 4373990030, 5, 4123580237850547, 2011/09, user13267, password, 20, 20000, F
13268, SKMXYP, MIOBXQCOYY, 9356089097 Dell Way, \N, WKFXWBF, \N, 0, Chile, 2, MIOBXQCOYY@dell.com, 9356089097, 3, 9217407391406596, 2011/08, user13268, password, 84, 20000, F
13269, INFGCS, PQUNHWCFUY, 6967905163 Dell Way, \N, QAWNBCT, \N, 0, UK, 2, PQUNHWCFUY@dell.com, 6967905163, 4, 6828645407687873, 2009/08, user13269, password, 68, 60000, M
13270, EVEHOU, YIHFEJLZIB, 1016210780 Dell Way, \N, AFOBHIB, \N, 0, UK, 2, YIHFEJLZIB@dell.com, 1016210780, 4, 2930855114012956, 2010/05, user13270, password, 76, 60000, M
13271, QRVELU, MTZRDKRLMR, 5091338341 Dell Way, \N, QBSYJTW, \N, 0, China, 2, MTZRDKRLMR@dell.com, 5091338341, 1, 9670670271851124, 2012/11, user13271, password, 51, 40000, M
13272, DGRPAD, IAVMKMXWDO, 4974203578 Dell Way, \N, XWMHQJR, \N, 0, Australia, 2, IAVMKMXWDO@dell.com, 4974203578, 4, 9324455354828388, 2009/02, user13272, password, 41, 100000, F
13273, ONVPQE, PMQZYOWCDU, 4367024187 Dell Way, \N, ZPCPYTS, \N, 0, France, 2, PMQZYOWCDU@dell.com, 4367024187, 4, 7589076356496663, 2010/12, user13273, password, 59, 80000, M
13274, BOCSSR, FJRDYOGBIF, 2593736577 Dell Way, \N, RKVQEOA, \N, 0, Germany, 2, FJRDYOGBIF@dell.com, 2593736577, 4, 1048160680569708, 2008/04, user13274, password, 69, 80000, F
13275, GTCZLH, IDLHRSIAXZ, 4323484726 Dell Way, \N, LTPPHQD, \N, 0, France, 2, IDLHRSIAXZ@dell.com, 4323484726, 1, 6452637916896493, 2011/11, user13275, password, 36, 20000, F
13276, AFCMNL, PYSGRAHOAS, 6418393643 Dell Way, \N, IPIQFLC, \N, 0, Germany, 2, PYSGRAHOAS@dell.com, 6418393643, 4, 3546511861495674, 2010/12, user13276, password, 44, 60000, M
13277, OQLBBA, AUHRUPGUHP, 9940866247 Dell Way, \N, KQFQCHF, \N, 0, Japan, 2, AUHRUPGUHP@dell.com, 9940866247, 3, 2279367121867835, 2012/11, user13277, password, 69, 100000, F
13278, JJNKKN, ESFZHLUPAF, 6148833267 Dell Way, \N, FGVHNBZ, \N, 0, Germany, 2, ESFZHLUPAF@dell.com, 6148833267, 1, 5290830239187926, 2010/10, user13278, password, 47, 100000, F
13279, UKPEXU, WDUDPOTQTY, 4000348269 Dell Way, \N, WPGKRFX, \N, 0, Chile, 2, WDUDPOTQTY@dell.com, 4000348269, 2, 7171137569472194, 2008/10, user13279, password, 59, 40000, M
13280, YYTWSP, ZMTPBMFVLB, 7786450063 Dell Way, \N, LRLCWJI, \N, 0, Chile, 2, ZMTPBMFVLB@dell.com, 7786450063, 1, 4312530710827559, 2010/08, user13280, password, 69, 20000, M
13281, QWLJML, VGAXSFTEHE, 6672981827 Dell Way, \N, VSGSCPX, \N, 0, South Africa, 2, VGAXSFTEHE@dell.com, 6672981827, 2, 4530016023665667, 2009/12, user13281, password, 55, 80000, M
13282, JFYWQU, CQSVVLZDPU, 6893674224 Dell Way, \N, VWMYMJU, \N, 0, Canada, 2, CQSVVLZDPU@dell.com, 6893674224, 1, 4091324310749769, 2011/09, user13282, password, 26, 40000, F
13283, IFXYAZ, PSULETOUOK, 3247139461 Dell Way, \N, RAIDKCH, \N, 0, Australia, 2, PSULETOUOK@dell.com, 3247139461, 4, 7324815028347076, 2012/09, user13283, password, 86, 100000, F
13284, DWADWP, WRAALOUZYM, 5533500547 Dell Way, \N, AGQLIXN, \N, 0, Germany, 2, WRAALOUZYM@dell.com, 5533500547, 2, 5670895002782345, 2009/02, user13284, password, 54, 40000, F
13285, JHLGXH, XXIJLDIKPJ, 6016716674 Dell Way, \N, RFVACIP, \N, 0, Japan, 2, XXIJLDIKPJ@dell.com, 6016716674, 1, 8698177269194276, 2011/08, user13285, password, 28, 20000, M
13286, LMGIUE, GCNRGWCVFT, 5249781984 Dell Way, \N, BBTEJJU, \N, 0, UK, 2, GCNRGWCVFT@dell.com, 5249781984, 4, 6921834141481668, 2008/10, user13286, password, 67, 20000, F
13287, DIPXMV, AZNGVPCBJE, 8231584648 Dell Way, \N, CDJMMDL, \N, 0, UK, 2, AZNGVPCBJE@dell.com, 8231584648, 1, 1288362820167094, 2011/10, user13287, password, 25, 100000, M
13288, KLVXGV, WTCSJEUSIW, 9057706219 Dell Way, \N, WRJIVUG, \N, 0, Japan, 2, WTCSJEUSIW@dell.com, 9057706219, 2, 3250053748954087, 2011/05, user13288, password, 25, 60000, M
13289, OKSVFP, OHHYMCRVZN, 4654410817 Dell Way, \N, NIVJDCA, \N, 0, Australia, 2, OHHYMCRVZN@dell.com, 4654410817, 2, 7313691245391966, 2012/05, user13289, password, 37, 80000, M
13290, RJSWYH, EGGRIXNHLA, 6875670466 Dell Way, \N, QGKUJKV, \N, 0, Russia, 2, EGGRIXNHLA@dell.com, 6875670466, 3, 6306600206531585, 2008/10, user13290, password, 35, 100000, F
13291, PQIOYN, VEFECSMNTC, 3158293894 Dell Way, \N, UDXDOSY, \N, 0, Chile, 2, VEFECSMNTC@dell.com, 3158293894, 3, 2973381093703210, 2008/10, user13291, password, 28, 60000, F
13292, UVXTJT, YPXAHJOBMI, 9269601301 Dell Way, \N, FJMTBKZ, \N, 0, China, 2, YPXAHJOBMI@dell.com, 9269601301, 1, 4099849749822170, 2011/05, user13292, password, 79, 20000, F
13293, RYWBRU, QOVYXJZJRF, 2100253784 Dell Way, \N, TEZUOYC, \N, 0, France, 2, QOVYXJZJRF@dell.com, 2100253784, 3, 2338526070583612, 2010/04, user13293, password, 30, 60000, M
13294, CMATGQ, ICPFLOPDUI, 7326736391 Dell Way, \N, HTDWRGI, \N, 0, South Africa, 2, ICPFLOPDUI@dell.com, 7326736391, 3, 3337404688354582, 2012/08, user13294, password, 79, 100000, M
13295, IZNPQV, RFBDURGOAO, 3216892496 Dell Way, \N, HDKZKTU, \N, 0, Canada, 2, RFBDURGOAO@dell.com, 3216892496, 1, 1864187686704099, 2012/11, user13295, password, 22, 80000, F
13296, BEURZL, WBPQSWFSKM, 3621312635 Dell Way, \N, WVMGPGJ, \N, 0, South Africa, 2, WBPQSWFSKM@dell.com, 3621312635, 3, 7673528188373894, 2008/07, user13296, password, 46, 40000, M
13297, OEFOQC, PFTHBYALLW, 9404524159 Dell Way, \N, HXDXDMS, \N, 0, France, 2, PFTHBYALLW@dell.com, 9404524159, 3, 6578961655031890, 2010/11, user13297, password, 18, 20000, F
13298, EFZUIO, ZBWAZWMKTU, 8648908878 Dell Way, \N, IWRLIJX, \N, 0, Chile, 2, ZBWAZWMKTU@dell.com, 8648908878, 3, 7474159885663540, 2011/07, user13298, password, 70, 20000, M
13299, YCMGRL, INMHKYSDTA, 9222257315 Dell Way, \N, ZKMIUKP, \N, 0, Japan, 2, INMHKYSDTA@dell.com, 9222257315, 2, 4005619137082249, 2010/01, user13299, password, 52, 20000, M
13300, OPGFBO, TNWDMOGFPF, 4886015831 Dell Way, \N, PCOJMDZ, \N, 0, China, 2, TNWDMOGFPF@dell.com, 4886015831, 2, 8466831222176553, 2010/10, user13300, password, 87, 60000, F
13301, ORPPFI, CBMPQSUFYK, 1838885063 Dell Way, \N, IMUUPTE, \N, 0, Australia, 2, CBMPQSUFYK@dell.com, 1838885063, 1, 5456525763031096, 2012/12, user13301, password, 85, 40000, M
13302, PVCUEF, WQUMJPSHZA, 1221644287 Dell Way, \N, TTVJNAK, \N, 0, Japan, 2, WQUMJPSHZA@dell.com, 1221644287, 5, 5605976177845151, 2012/10, user13302, password, 73, 60000, F
13303, PPFTVC, KQPTFHAFIU, 5310725218 Dell Way, \N, ZDENEPD, \N, 0, Canada, 2, KQPTFHAFIU@dell.com, 5310725218, 4, 2577422481495887, 2009/06, user13303, password, 67, 80000, F
13304, HYUDAE, TPYZXZFFUE, 5611752097 Dell Way, \N, JYSNNWS, \N, 0, Australia, 2, TPYZXZFFUE@dell.com, 5611752097, 5, 3840930497739464, 2012/07, user13304, password, 20, 100000, M
13305, ZSZAXT, QWSNVYTPCD, 3327130507 Dell Way, \N, OVRCRJC, \N, 0, Canada, 2, QWSNVYTPCD@dell.com, 3327130507, 3, 2119387716520577, 2012/06, user13305, password, 23, 80000, F
13306, USLSLB, OEPKCIAFMO, 2744972199 Dell Way, \N, ADRSMUX, \N, 0, Russia, 2, OEPKCIAFMO@dell.com, 2744972199, 1, 6204933538101614, 2011/02, user13306, password, 38, 20000, M
13307, ZOPKQE, OFOQOPWAEW, 5523755210 Dell Way, \N, DVPQPMJ, \N, 0, Russia, 2, OFOQOPWAEW@dell.com, 5523755210, 5, 5004916703328490, 2010/03, user13307, password, 57, 60000, F
13308, CCQSGF, YVWNKSNOOR, 6957460846 Dell Way, \N, KDIZQSU, \N, 0, Canada, 2, YVWNKSNOOR@dell.com, 6957460846, 2, 7494314184412361, 2012/10, user13308, password, 33, 20000, M
13309, HTPOYN, KUAUMOJBGT, 7515643395 Dell Way, \N, EOSVHNY, \N, 0, UK, 2, KUAUMOJBGT@dell.com, 7515643395, 4, 8512593928258867, 2010/11, user13309, password, 87, 40000, F
13310, RXSQLC, KMXXAGYHAD, 5847029181 Dell Way, \N, WTYDGWB, \N, 0, UK, 2, KMXXAGYHAD@dell.com, 5847029181, 5, 5049336653668434, 2010/11, user13310, password, 75, 60000, M
13311, SHEEKO, QILRPKYPNV, 9048093521 Dell Way, \N, ILYOIZN, \N, 0, South Africa, 2, QILRPKYPNV@dell.com, 9048093521, 5, 3526487352326512, 2011/10, user13311, password, 80, 40000, F
13312, ELQOAH, XMYMWXBJSK, 5276732263 Dell Way, \N, VQYEQMB, \N, 0, Germany, 2, XMYMWXBJSK@dell.com, 5276732263, 2, 3456722785718739, 2009/03, user13312, password, 58, 80000, F
13313, ZJXAQU, MPGIMISESO, 1990229801 Dell Way, \N, VRTLEUZ, \N, 0, Japan, 2, MPGIMISESO@dell.com, 1990229801, 2, 9098470922093840, 2009/10, user13313, password, 64, 80000, M
13314, AOVRIH, GPQTYIYQXT, 5269464956 Dell Way, \N, IQFNKFE, \N, 0, Germany, 2, GPQTYIYQXT@dell.com, 5269464956, 1, 8395434631966055, 2009/09, user13314, password, 51, 20000, M
13315, ZXKIEQ, YUKWDINBBV, 5973498010 Dell Way, \N, RHICMMQ, \N, 0, UK, 2, YUKWDINBBV@dell.com, 5973498010, 3, 3350361828226596, 2009/11, user13315, password, 44, 100000, M
13316, GIFLZE, GKAKSNLUJD, 3936720823 Dell Way, \N, CSGOFWO, \N, 0, Russia, 2, GKAKSNLUJD@dell.com, 3936720823, 5, 9967266631312668, 2009/02, user13316, password, 87, 20000, F
13317, HJWHND, ROOKBAFKDH, 2831342540 Dell Way, \N, DKWIGKB, \N, 0, Germany, 2, ROOKBAFKDH@dell.com, 2831342540, 1, 8414872965309770, 2009/01, user13317, password, 88, 100000, F
